character;dialogue;class;pos_value;neg_value
HAN;"Loud and clear, kid. What's up?";neu;0.44798594992912977;0.5520140500708702
HAN;There's not enough life in this ice cube to fill a space cruiser. The sensors are in place. I'll be back.;neu;0.28386043192824584;0.7161395680717542
HAN;Chewie!;neu;0.5;0.5
HAN;"Alright, don't lose your cool. I'll be right back and give you a hand.";neu;0.3578729334031113;0.6421270665968887
HAN;"No signs of life out there, General. Sensors are in place. You'll know if anything happens.";neu;0.4109225691902683;0.5890774308097317
HAN;No. He's checking a meteorite that landed near him.;neg;0.1464679163655539;0.8535320836344461
HAN;"General, I have to go. I can't stay any longer.";neu;0.5959187001506799;0.40408129984932006
HAN;"Well, there's a price on my head. If I don't pay Jabba the Hut, I'm a dead man.";pos;0.9832267508452951;0.016773249154704906
HAN;"Thank you, General.";neu;0.6146292534414536;0.3853707465585464
HAN;"Well, Your Highness, I think that's it.";neu;0.2781564054094168;0.7218435945905832
HAN;"Well, don't get all soft on me. See you later, Princess.";neu;0.6004078958549832;0.3995921041450168
HAN;"Yes, Your Highness?";neg;0.2195763293036902;0.7804236706963098
HAN;"Well, the bounty hunter we found in Ord Mantell changed my mind.";neu;0.41748486758263026;0.5825151324173697
HAN;We?;neu;0.5;0.5
HAN;"Oh, what do you need?";neu;0.4510946926345355;0.5489053073654645
HAN;You probably don't.;neu;0.5086731467048271;0.4913268532951729
HAN;Come on! You want me to stay because of how you feel about me.;neu;0.5453278777530919;0.4546721222469081
HAN;No! It's not that. Let's go. Aahhh -- uh huh! Let's go.;neg;0.17690376594113627;0.8230962340588637
HAN;Am I? Then why are you following me? Afraid I'll leave without kissing you goodbye?;neu;0.5853296508832028;0.41467034911679723
HAN;I can arrange that. You need a good kiss!;neu;0.6108363440795329;0.3891636559204671
HAN;Why do you take it apart now? I'm trying to get us out of here and you pull both of us.;neu;0.32431146890972223;0.6756885310902778
HAN;Put them back together right now.;neu;0.6404864487579573;0.35951355124204265
HAN;What do you want?;neu;0.47580618441579975;0.5241938155842003
HAN;I hung up. I don't want to talk to her.;neu;0.608076360658026;0.39192363934197405
HAN;I don't know where he is.;neu;0.48520288540525747;0.5147971145947425
HAN;What do you mean by \;neu;0.4275400005908401;0.5724599994091599
HAN;Deck officer. Deck officer!;neu;0.6134478672985789;0.3865521327014211
HAN;Do you know where Commander Skywalker is?;neu;0.5144969673341498;0.48550303266585015
HAN;Is it possible? Why don't you find out? It's getting dark outside.;neu;0.5411129136667482;0.4588870863332518
HAN;Why not?;neu;0.4097692669368588;0.5902307330631412
HAN;Not likely. Are the speeders ready?;neu;0.5368916044072919;0.4631083955927081
HAN;Then we'll have to go out in Tauntauns.;neu;0.42017417415391045;0.5798258258460895
HAN;That's right. And my friends out there.;neu;0.6070101451001396;0.3929898548998604
HAN;Then I'll see you in hell!;neu;0.44681843329080395;0.553181566709196
HAN;"Luke! Luke! Don't do that, Luke. Come on, give me a sign here.";neu;0.3699727063779541;0.6300272936220459
HAN;Not long.;neu;0.5045703336254965;0.4954296663745035
HAN;"Hold on, kid.";neu;0.5212765957446805;0.47872340425531945
HAN;Whew...;neu;0.5;0.5
HAN;"That might stink, kid...";neg;0.2405389880720348;0.7594610119279652
HAN;...but it will keep you warm...until I build the shelter. Ooh...I thought they smelled bad outside!;pos;0.826793754227049;0.17320624577295096
HAN;Good morning. Glad you came.;neu;0.49012700547500704;0.5098729945249929
HAN;"How are you feeling, boy? You don't look too bad to me. In fact, you look strong enough to rip a Gundark's ears off.";neu;0.4031519324376703;0.5968480675623298
HAN;"That's two you owe me, junior.";neu;0.4472065245539291;0.5527934754460708
HAN;"Well, Your Honor, looks like you managed to keep me around for a while longer.";neu;0.6172637597830608;0.3827362402169392
HAN;That's a good story. I guess you just can't keep a handsome guy like me out of your sight.;neu;0.44424051251872754;0.5557594874812725
HAN;"Laugh at this, fuzz ball. But you didn't see us alone in the south passage.";pos;0.811937686929789;0.18806231307021104
HAN;She expressed her true feelings for me.;pos;0.8510397383108843;0.1489602616891157
HAN;"Who's scruffy looking? I must have hit her pretty close to the mark to make her all pissed off like that, huh, kid?";neg;0.05410997741343653;0.9458900225865635
HAN;Calm down.;neu;0.6473384030418252;0.3526615969581748
HAN;"It could be a speeder, one of ours.";neu;0.5999393882132886;0.4000606117867114
HAN;"It's not friendly, whatever. Come on, Chewie, let's have a look.";neu;0.36698220919020574;0.6330177908097943
HAN;I'm afraid there's not much left.;neu;0.6099237085424888;0.3900762914575112
HAN;Droid of some kind. I didn't hit that hard. It must have self-destructed.;pos;0.791754781622911;0.20824521837708898
HAN;It's a good bet the Empire knows we're here.;pos;0.8256932886590881;0.1743067113409119
HAN;"Okay, that's it. Try it... Turn it off! Turn it off! Turn it off! Turn it off!";neu;0.530755333709728;0.46924466629027195
HAN;"Hi, kid. There must be a reason for this. Check the other end. Wait a sec. Are you okay?";neg;0.050869433695241856;0.9491305663047581
HAN;Be careful.;neu;0.7105263157894737;0.2894736842105263
HAN;"No, no! No! This one goes there, that one goes there. right?";neu;0.5214978541253132;0.47850214587468676
HAN;Are you okay?;neu;0.4655880516962586;0.5344119483037414
HAN;I heard the command center was hit.;neu;0.7371384320258325;0.2628615679741675
HAN;Don't worry. I'm leaving. First I'll take you to your ship.;neu;0.6732862050432334;0.32671379495676656
HAN;Come on...that's it.;neu;0.4979339791366318;0.5020660208633683
HAN;"Transport, this is Solo. Better take off -- I can't reach you. I'll take the princess out in the Falcon.";pos;0.9562681045663384;0.04373189543366163
HAN;Let's go.;neu;0.45;0.55
HAN;"Hurry up, Goldenrod, or you'll be a permanent resident!";neu;0.4921981004070554;0.5078018995929445
HAN;How is that?;neu;0.48431313341218457;0.5156868665878154
HAN;Can.;neu;0.48977355734112493;0.5102264426588751
HAN;"This baby still has some surprises in it, honey.";neu;0.7445718603309077;0.2554281396690923
HAN;Let's go! Let's go! Change. Let's hope we don't have a breakdown.;neu;0.6493247307124503;0.35067526928754966
HAN;See?;neu;0.5369230769230768;0.46307692307692316
HAN;Punch!;neu;0.5431034482758623;0.4568965517241377
HAN;I saw them! I saw them!;neu;0.4473378482419054;0.5526621517580945
HAN;"Star Destroyers, two of them, heading straight for us.";pos;0.8781857477818155;0.12181425221818454
HAN;Shut it up or turn it off! Check the deflector shield!;neu;0.5922114189174851;0.4077885810825149
HAN;"Oh, great. Well, we can still beat them.";neu;0.6344847844269987;0.36551521557300126
HAN;Get ready to jump to the speed of light.;neu;0.47239040551452494;0.5276095944854751
HAN;Oh yeah? Check this out.;neg;0.22972036098928433;0.7702796390107156
HAN;I think we're in trouble.;neu;0.43779110386585923;0.5622088961341407
HAN;We're in trouble!;neu;0.46551724137931033;0.5344827586206897
HAN;Horizontal reinforcements...!;pos;0.833333333333333;0.16666666666666696
HAN;"Alluvial dampers...! Well, that's not it.";neu;0.5463557942455608;0.4536442057544392
HAN;Bring me the hydraulic wrenches!;neu;0.5411137044880381;0.4588862955119619
HAN;I don't know how we're going to get out of this.;neu;0.39224622656831004;0.60775377343169
HAN;Oww! Chewie!;neu;0.5;0.5
HAN;That wasn't a laser blast! Something hit us.;neu;0.28528726784875674;0.7147127321512432
HAN;"Come on, Chewie!";neu;0.496661101836394;0.503338898163606
HAN;"Oh no! Chewie, put two-seven-one.";neu;0.49592391304347827;0.5040760869565217
HAN;"They'd be crazy to follow us, wouldn't they?";neu;0.5267327094650331;0.47326729053496686
HAN;Never tell me the odds!;neu;0.628979610628909;0.37102038937109105
HAN;"You said you wanted to be around when I made a mistake; well, that might be it, honey.";neu;0.5225036573858031;0.47749634261419693
HAN;I won't argue with that.;neu;0.5318887275300402;0.46811127246995976
HAN;I'm going to approach one of the big ones.;neu;0.6237834541890946;0.37621654581090536
HAN;Done. It looks really good.;neu;0.4309566353489971;0.5690433646510029
HAN;Yes. That will serve you well.;neu;0.5190349979744382;0.4809650020255618
HAN;"Yes, me too.";neu;0.4224941013253088;0.5775058986746913
HAN;I will shut down everything but the emergency power systems.;pos;0.844183367924604;0.15581663207539598
HAN;"No, I need you to talk to Falcon, find out what's wrong with the hyperdrive.";neu;0.5997524210318685;0.40024757896813146
HAN;"Not fully stable? I'm glad you're here to tell us these things. Chewie, take the professor on your back and hook him up to the hyperdrive.";pos;0.7729644439676366;0.22703555603236336
HAN;Sshh!;neu;0.5;0.5
HAN;Don't get excited.;neu;0.5710115572500893;0.42898844274991066
HAN;"Sorry, honey. We don't have time for anything else.";neu;0.39187980106684783;0.6081201989331522
HAN;"Well, of course I'll have to replace him.";neu;0.3704119804634525;0.6295880195365475
HAN;Here! And Chewie...;neu;0.45654911838790946;0.5434508816120905
HAN;...I think it's better to replace the negative power coupling.;neu;0.469978115790039;0.530021884209961
HAN;"Hey, Your Honor, I'm just trying to help.";neu;0.4960958789120589;0.5039041210879411
HAN;"Sure, Leia.";neu;0.7279586973788724;0.2720413026211276
HAN;"I like it, I really like it. You could be a little nicer though. Come on, admit it. Sometimes you think I'm fine.";neu;0.3654880989435881;0.634511901056412
HAN;Scaundrel? Scoundrel? I like the sound of that.;pos;0.7741284933394713;0.2258715066605287
HAN;Stop what?;neu;0.47742401068481966;0.5225759893151803
HAN;My hands are dirty too. What are you afraid of?;neu;0.6119261906266167;0.3880738093733833
HAN;You're shaking.;neu;0.38543829992755363;0.6145617000724464
HAN;You like me because I'm a scoundrel. There aren't enough scoundrels in your life.;pos;0.9175307414560816;0.0824692585439184
HAN;I'm a good man.;neu;0.5360309028355863;0.4639690971644137
HAN;Thank you. Thank you very much.;neu;0.5605579286794975;0.4394420713205025
HAN;"I'm not really interested in your opinion, Threepio.";neu;0.5680892216572411;0.4319107783427589
HAN;Where?;neu;0.5091201716738196;0.4908798283261804
HAN;I'll go outside.;neu;0.5479999999999999;0.45200000000000007
HAN;I just got this bucket together. I won't let anything destroy it.;neu;0.38737106334696664;0.6126289366530333
HAN;It's too damp here.;neg;0.21024559507066765;0.7897544049293324
HAN;Yes.;neu;0.43488372093023253;0.5651162790697675
HAN;Careful!;neu;0.7105263157894737;0.2894736842105263
HAN;"Yes, that's what I thought. Mynock. Chewie, check the rest of the ship, make sure there aren't any more trapped. They're chewing on the power cables.";neg;0.04788039507154952;0.9521196049284505
HAN;Go inside. We'll clean them up if there are any more.;neu;0.5913118946836369;0.4086881053163631
HAN;Wait a minute...;neg;0.21075427847031464;0.7892457215296853
HAN;"Alright Chewie, let's get out of here!";neu;0.25812549492924614;0.7418745050707538
HAN;There is no time to discuss this as a committee.;neu;0.7269543275335847;0.2730456724664153
HAN;"Sit down, honey. We're taking off!";neu;0.5773483505198552;0.4226516494801448
HAN;"I see, I see.";neu;0.5369230769230768;0.46307692307692316
HAN;This is not a cave.;neu;0.3958238483123713;0.6041761516876287
HAN;Let's get out of here. Ready for the speed of light? One...two...three!;neu;0.45929604497154375;0.5407039550284563
HAN;It's not fair!;neu;0.40619682799905604;0.593803172000944
HAN;Transfer circuits are working. It's not my fault!;neu;0.49783551110204166;0.5021644888979584
HAN;It's not my fault.;neu;0.41491167072302515;0.5850883292769749
HAN;Turn it over.;neu;0.5597912234597257;0.44020877654027435
HAN;I said flip her over! I'll put all my power into the front shield.;neu;0.6499101271768954;0.35008987282310455
HAN;The fleet is starting to disintegrate. Go back and wait for manual landing grapple release.;neu;0.7396637269459428;0.26033627305405715
HAN;Thank you.;neu;0.5060896287777378;0.4939103712222622
HAN;"Well, if they follow standard Empire procedure, they'll dump the garbage before going to light speed, so we just float away.";neg;0.11445266624272751;0.8855473337572725
HAN;Then we have to find a safe haven somewhere around here. Do you have any ideas?;neg;0.2463055711164494;0.7536944288835505
HAN;The Anoat system.;neu;0.60130359165829;0.39869640834171005
